,text
1703,"The order of execution for a SQL query is as follows:<br><br>FROM: The FROM clause is executed first, which specifies the table or tables from which data is being retrieved.<br><br>WHERE: The WHERE clause is executed next, which filters the data based on certain conditions.<br><br>SELECT: The SELECT clause is executed next, which specifies which columns to retrieve from the table or tables specified in the FROM clause.<br><br>GROUP BY: If a GROUP BY clause is present in the query, it is executed next, which groups the data by one or more columns.<br><br>HAVING: If a HAVING clause is present in the query, it is executed next, which filters the grouped data based on certain conditions.<br><br>ORDER BY: If an ORDER BY clause is present in the query, it is executed next, which sorts the data in ascending or descending order based on one or more columns.<br><br>LIMIT: If a LIMIT clause is present in the query, it is executed last, which limits the number of rows returned by the query."
1704,"GOT THIS ERROR<br><br>ERROR:  relation &quot;cust&quot; does not exist<br>LINE 1: INSERT INTO CUST<br>                    ^<br>SQL state: 42P01<br>Character: 13<br><br>SUGGESTIONS PLEASE."
1705,Assignment Frist<br><br>Select<br>From<br>Where<br>Group By<br>Having <br>Order By<br>Limit<br><br><br><br>Correct me if i am wrong if i am right like my comment
1706,Hello sir .<br>I just want to learn VBA..so please make full video on the same from starting to advance
1707,Good
1708,Sir plzz tell me.... how can download the  PPT of your this lecture ...
1709,Very impressive
1710,"Select, from, where, groupby, having, orderby, limit"
1711,How to connect with programming language such as java cpp
1712,Foreign key kha gye
1713,can you please tell us how to install SQL beacuse ?
1714,Thank you Rishabha... This video really helped me to gain understanding of SQL and I&#39;m from accounting background. Baki   YouTube channel sirf bakawas karate rahete he salary CTC ka 🤣
1715,"Awesome content, way of teaching was very understandable."
1716,👍
1717,Same Sequence as you said in Question is answer
1718,Primary and foreign key use plss
1719,Sir statics ka full couse le aaye please reply sir
1720,"First of all Thank you Rishabh Sir,<br>you are giving free content on youtube its helpfull for me .when i watched your videos my confidence build too much.lots of love ❤❤❤❤❤❤"
1721,I want rishabh to teach me
1722,Outstanding video u made dear sir this video enough for interview and project handle in first job
1723,You are making lives easy. God bless you.
1724,"order:- select, from, where, group by, having, order by, limit"
1725,thank u so much  sir
1726,"Hi, When you create table with 2nd method  why it is showing  public.cust"
1727,Nice explanation
1728,Thank you 🙏🙏🙏
1729,Sir Python ka bhi video bana do please
1730,Awesome 👍
1731,is CTE and window function is necesery for fresher who is learnig sql ?
1732,Thankyou sir …really helpful 😊
1733,SELECT<br>FROM <br>WHERE <br>GROUP BY<br>HAVING <br>ORDER BY<br>LIMIT.<br>Same Sequence as you said in Question is answer
1734,as I already all these concepts i am just watching for fun.<br>can you recommend: one book for sql<br>(data analyst)
1735,YOUR VOICE IS SO CALM.....SOOTHING..
1736,"Wow, your content is so easy and useful, thanks a lot man, Thank you 🤩"
1737,"very well explained sir , i can refer to this if anytime i get stuck with sql problems......thank you so much"
1738,❤❤❤❤
1739,"quick assignment; SELECT, LIMIT, FROM, WHERE,GROUPBY,HAVING,ORDER BY"
1740,Sir plzz recommend me from where i should study DBMS normalization part ? ... It&#39;s a tough topic
1741,All the best bhyia...for current and upcoming videos...🥰
1742,"Difference between MySQL and PostgreSQL, Dono ka coding part same rhega na ?"
1743,Great video ♥️
1744,Install karna and setnpm i nodemon karna bhi sikha dete sir
1745,Wow awesome
1746,bhaiya subquery me logical wala phir se samjadejiye
1747,"SELECT,LIMIT,FROM,WHERE,GROUP BY,HAVING,ORDER BY"
1748,loved your explanation .
1749,"Clean ,clear and precise.....superb 🔼"
1750,CTE and store procedure are same ?
1751,"Thank You Rishab <a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a>"
1752,Quick Assignment 1:<br>Ans: Same as stated.🔥🔥🔥🔥✔✔
1753,Hello sir can this sQL course helps in getting jobs in any field??
1754,Nice Thank you so much 😍😍👍👍🙌🙌👌👌
1755,"Exactly doing what you showing, still showing error"
1756,Sir can u provide us with pdf of this tutorial
1757,I wanted to know how to extract the day name from extract function
1758,"hi risabh,<br>put explantion on why we put bracket ,commas, space etc which is basic things to use sql.but my question is  where and when we should use this () ,   ...i m a new learner from zero..so plz if guide me on that...plz reply karna bhai"
1759,Select from groupby having limit
1760,Software link
1761,get me 6 am as variable at sql...simple right
1762,do we get training in companies as a data analyst freshers?
1763,"Hello sir,<br><a href=""https://www.youtube.com/watch?v=On9eSN3F8w0&amp;t=2475"">41:15</a> pe  &#39; utility file not found.correct the binary path&#39; dikharaha hai, what should I do?"
1764,Very nice sir..... ❤
1765,GREAT TEACHING
1766,"hey Rishab, thanks for providing"
1767,"Hi Rishabh,<br><br>I feel privileged to YouTube now to have recommended me your video.<br>I am a non IT professional willing to learn and change my vertical, and your videos by far are the best value addition to my learning library. Thank you!<br>Simplified and easy learning that, too, in vernacular language."
1768,​ @RishabhMishraOfficial   bhiya My SQL vs Microsoft SQL server and the another one u said all of them are same and all of them use for data analyst role?? and which one u suggest according to data analyst roadmap please help me
1769,How to download this sql please make a full video for windows 10<br>And make the full details  setup custom for data analyst<br>And make how to use that please fast
1770,Sir can you please send me the link for pdf download please it will be very helpful for me
1771,Hello sir  aap online class lete ho kya mujhe malum testing course sikhna hai
1772,I m a Civil engineering but i dont want to do Data analyst job .. Is it good to switch and i will get job or not?
1773,Hi Sir not able to work with time and extract functions in mysql server.its giving error as no built in functions found..why is it coming like that..working with sql express
1774,"select ,from, where ,Group by, having clause ,Order by"
1775,Help which is best for data analyst python or SQL
1776,"Hello Bro, your content and videos are too good, but I feel 1 improvement can me made in future videos, you are explaining concept very fast, kindly reduce your taking speed it will be very beneficial for beginner, best speed i would like to tell you, you can adjust your video speed to .75, that would be perfect speed."
1777,Isse Easy me koi ye sub padhate de to manu ...Thank u bhaiya...Ap sach me Outstanding tarike se is sub ko samjhaye ho...Great
1778,Bhiya company join bhi krw dijiye
1779,"sir, can I use view as a temporary table instead of cte table ?"
1780,Best explanation ... Really helped me a lot
1781,FB link
1782,Sir select command is DQL type 🤔
1783,Nice
1784,hi is sql case sensitive? does it matter if we use small or capital  words?
1785,I have seen many videos on SQL but this is best video .....👍👍 Nice explanation
1786,"sir, yahi full sql course pls My SQL workbench ke uppar banayie plss............"
1787,"Sir mujhe sql,python or power bi aata ha to mujhe bina gradutaion k bhi data analyst ki job mil skti ha kya??"
1788,Simply Awesome!
1789,Great job please keep it up
1790,Beautifully explain thanks for your great job
1791,Very nicely explained
1792,Sir this SQL course will be sufficient for the data analyst roadmap SQL section??
1793,"Hello Rishabh, I&#39;m a non-IT professional who has just begun learning SQL, and your videos and explanations have been extremely helpful. I&#39;m making a comment in the middle of your videos. Thanks for your hard work :)"
1794,Thanks a lot for sharing your knowledge. I learned a lot from this video.
1795,Thank You sir for explaining this course very properly and easily.
1796,This video helps me lot  thanks you so much ..
1797,Bro SQL kin logo ke liye hai please reply 🙏❤️
1798,Hello rishabh bhaiya this video is amazing and notes too easy and helpful thanks bhaiya 🤘👌🤘🤘💞
1799,"i really appriciate ur way of teaching like by seeing ur tutorial a non IT background person like me easily  understand..... i think one of the best teaching quality i have ever seen, appriciate it bro keep going 👍"
1800,Can u also provide a vedio on tableau
1801,use chatgpt to genearte sql commands...as it will make the work easier
1802,"Nice, simple n lucid teacher,hats off.m a lame person but savvy of tech ,a hobby learner,,learntsql basics well.tq tonn"
1803,"superb tutorial, Mishra Ji."
1804,Please upload python data science videos<br>Python
1805,"Hi Rishabh, Thank you soo much for making this video"
1806,Superb content specially for those who already learned sql and want to quick revise his/her sql understanding.
1807,Hello sir everything is good but where we download the sql please explain and code writing pad also.
1808,"Hi rishabh can u please assist how to download and install sql query on my system,"
1809,Bhai this course is best but for someone who is absolutely new to this it is difficult to understand as you are not writing the query step by step like where we have to click and all….you are just copying the querie and saying we have to run this but for an absolute layman it is bit difficult to understand where do we need to click and all
1810,"Thank you bro, for putting in so much of efforts and making SQL topic easy... this is only time was I was able to completely understand all SQL pointers mentioned. God Bless you bhai :) <br> 👏🙌"
1811,Rishabh bahiya data engineer &amp; data science ka course start kiya hu... My communication skill is very weak... Pls make video how to improve...pls bhaiya...
1812,"Hello Rishabh, <br><br>This is the first time when I&#39;m learning SQL and it&#39;s been complete delightful learning experience. Thank you for sharing all the knowledge with so candid way, it actually helps to learn more. Please be the same person/teacher you are bcoz you&#39;re Awesome :) Keep helping and stay blessed always :) <br>Wishing you all the success and all the good wishes...!!!<br>Quick Assignment 1: <br>Order of Execution: SELECT, FROM, LIMIT, GROUP BY, HAVING, ORDER BY."
1813,Sir u r great tnx for this knowledge.
1814,"Hey Rishabh, I am from a non IT background. I am halfway and really enjoying the way you taught and designed this. Keep up the good work going."
1815,how to insert a specific data in a new column the table has been created earlier ??
1816,Sir ye apka video kya enough Hai interview ke liye?
1817,Sir do you provide certificate free cost
1818,When we insert value in table code not running error :- relation does not exist how to fix
1819,thanks alot full video is amazing
1820,"Bhai ek question hai? Difference between MySQL and PostgreSQL, which to learn, and if someone knows any one (MySQL/PostgreSQL) and the company requires other so do we need to learn again another sql or just few things?"
1821,Sql install krna padega kya ??? Kya hum online b प्रॅक्टिस kr sakte hai???
1822,This video help also my SQL problem solution or not<br>Please replied<br>Have a good weekend
1823,Hi sir <br> Kya ap mujhe thoda guide kr skte ho. <br>Maine graduation 🎓  ( beacher management studies ) kiya hai. But sir mujhe database me work Krna hai. <br>1. SQL me job krne ke liye<br>Kya HTML CSS javascript en sabhi language ko ana jaruri hai kya?<br>2.  Jab mujhe ye sab language ayega  tabhi mai SQL ayega ?
1824,Hello sir app ke video se SQL learn karaha hu but ek problem aarah he ke inner join lagte samay  relation country does not exit esa error Ara but usme wo wala column esa error kyu aara hai kya pata Plz tell me aur sir inner join lagte samay 2 column me sy konse 1 first column me lagay
1825,nice explanation
1826,Thanks for this informative session mate.. Really appreciate it.. 🙏👍
1827,Very good video 🥰🥰
1828,Thanks sir useful tutorial
1829,Sir I am trying a lot but in pg admin i inserted data but it&#39;s showing column Column_name relation Table_name dose not exist <br>Please help me
1830,Hello sir code type karte problem Kara he sir ‘ ’ he wala symbol kaise Dena hai nhi samjat Ara he he Plz tell me
1831,Hello  sir I&#39;m from doha Qatar it was my great experience with you in this single video  your speaking power and way of teaching Is amazing I learnt these all in one day alhamdulillah .<br>Sir I want talk to you personally how I can please. Should I share my WhatsApp or somehow?
